id,Ref_produit,Marque,Description
9636,RP001232557,Hewlett Packard Enterprise,16GB 4Rx4 PC38500R7 Kit
9637,W126146668,Avigilon,"AI Appliance, A10 Model, AU"
9638,RAP-B-218-1-366U,RAM Mounts,UNPKD RAM TELE-MOUNT WITH
9639,X39433951,Sony,Hinge Assy
9640,317283321,Sony,"Arm (A) (R), Tilt"
9641,P57819-B21,HEWLETT PACKARD ENTERPRISE,HPE 12LFF Tri-Mode Backplane Kit - Fond de panier SATA/SAS du serveur - pour ProLiant DL345 Gen10 Plus
9642,W126248860,Canon,"SCREW, SHAFT M1.7X3.0"
9643,4434350901,Konica Minolta,Polyester Film Afr-8
9644,W126526359,Samsung,DC VSS-PD 
9645,36220,LINDY,LINDY Câble DVI-D Dual Link Anthra Line 0.5m
9646,TK58Y,Dell,ASSY MCPHN LAT 7370
9647,ECF-739712,GENERIQUE,Duplicateurs de disques durs 8 baies #VALUE!
9648,PC-FA2XC13-002,proxtend,ProXtend Power Y Cord Schuko Angled to 2 x C13 2..
9649,MV6ECE-AA-AG        ,STG                 ,MVISION PROTECT PLUS EDRVLIC   
9650,4431,Kaiser Fototechnik,"Kaiser Masques négatif   4,5x6cm 4431"
9651,X441K,Dell,ASSY DOOR RMSD PLSTC BLK EXFR
9652,W127216881,Fujitsu,Dc/In Connector W/Cable
9653,01AW151,Lenovo,"Display 13.3"" HD G"
9654,641208-001-RFB,HP,TOP COVR P NO FNGRPRT
9655,W125695425,Lenovo,NB_KYB KB Darfon French
9656,X36056722,Sony,"Assy,Gear Bracket"
9657,W126939450,Lenovo,COVER Upper Case ASM_UKR C 
9658,AE012055,SMS,Projector CL V500-750 A/S
9659,W126229868,Canon,"GUIDE, MULTI LOWER"
9660,4406368840,Toshiba,Opt Unit F300S
9661,W126231477,Canon,"HOLDER, SPOOL BEARING R"
9662,W126886444,Lenovo,MECH_ASM FRU BLKB HIN w/C Cov 
9663,81H27TA1-,NEC,FMT PWB ASSY LT260GK/LT240GK
9664,W126060694,Brady,Letters in combination packs 
9665,P36NK,Dell,SVC PLN UMA CEL-J3060 W7
9666,A0U0160400,Konica Minolta,Front Cover /Right
9667,4496210301,Konica Minolta,Gear 24T
9668,317756-001-RFB,HP,"128MB DIMM (SDRAM, Reg 100"
9669,1001-0091-01,Ansmann,Ansmann Comfort Mini chargeur + 2 AA Mignon 2100 mAh
9670,EIZ-TP5,Eizo,Touch pen for EIZO multitouch and PCAP
9671,A1RF825102,Konica Minolta,Conveyance plate/upper
9672,W126854770,Samsung,"MIC-CONDENSER4.5V,-,-42DB,2.2K"
9673,W125951099,Lenovo,Upper C82LM AL_ABLU FP 
9674,W127019309,Lenovo,COVER Upper Case ASM_CZE/SLK 
9675,41306274000,Toshiba,Ply/T 20 Roller 2G
9676,U6TV0PE,hewlett packard enterprise,EPACK 1YR REN FC 4H 3810M 40
9677,65297233BB04A12,ADOBE,"Adobe Creative Cloud for Enterprise - All Apps - Nouvel abonnement - 1 périphérique - académique - Value Incentive Plan - Niveau 4 (100+) - K-12 Site License (25+) - Win, Mac - Multi European Languages"
9678,H75G9PE,HEWLETT PACKARD ENTERPRISE,"HPE Pointnext Tech Care Basic Service with Defective Media Retention Post Warranty - Contrat de maintenance prolongé - pièces et main d'oeuvre - 2 années - sur site - 9x5 - temps de réponse : NBD - pour P/N: 470065-704, 470065-706, 470065-709, 470065-710,"
9679,4401969080,Toshiba,Gear 08H026 06B
9680,U1ZX0E,Hewlett Packard Enterprise,3Y ChnlRmtPrt DsgnJtT3500
9681,A7571B-RFB,Hewlett Packard Enterprise,VS160 Ext WW Kit
9682,CFQ7TTC0LH3F-0005-1J1M,Microsoft,CSP Dynamics 365 Business Central Device (Education Student Pricing) [1J1M] New Commerce
9683,L15895-001,HP,ASSY USB3 0 SD4 MT SD Card Rea
9684,33671V9-RFB,Lenovo,TP X131E CI3 1.9 4GB/320GB
9685,90LM09M0-B01370,Asus,"ASUS ROG Strix XG259QNS - LED monitor - Full HD (1080p) - 25"" - HDR "
9686,25214654,Lenovo,Keyboard (NORDIC)
9687,LINCAB36312,LINDY,"C ble DisplayPort vers Mini DisplayPort CROMO, 2m"
9688,L26323-BB1,HP,Top Cover Plg W Kb Bl Plg He
9689,W126239998,Canon,PAPER TRAY ASSEMBLY
9690,W126218950,Canon,"CORD, POWER"
9691,4400817910,Toshiba,K Cover F 2230T
9692,W127277150,Panorama Antennas,ANTENNA MOULDED 
9693,5N20L25883,Lenovo,GE-PM5NT-CCY-Normal-KB
9694,2180263,Epson,Board Assy. Power Supply
9695,W126639311,Acer,MAIN 
9696,412525301,Sony,FUNCTION LEVER
9697,875966900,Sony,IC NJM2132V(TE2)
9698,W128192076,Hewlett Packard Enterprise,"SPS-PCA, P1 LP w/RD Riser "
9699,RP001225322,HP,Serial Attached SCSI (SAS)
9700,25209541,Lenovo,Keyboard (FRENCH)
9701,289250601,Sony,"Label(BD),Drive"
9702,FIB4220005,MicroConnect,LC/UPC-SC/UPC 0.5m OM3
9703,4408691930,Toshiba,Guide Algn In L
9704,CON-PSUP-CRS8SBN    ,CISCO               ,PRTNR SUP 24X7X4 CISCO CRS 8   
9705,W126240331,Canon,"PCB ASSEMBLY, DC CONNECTOR"
9706,1619775,Epson,Shaft Driven Roll Assy
9707,6LH51202100,Toshiba,Frame Adu Upr 47Xm
9708,Z1A5-PME5-1,Zebra,Technical & SOFTW SUP
9709,NIM-4FXS=,Cisco,4-Port Network Interface
9710,Z15T_200_FR_CTO,APPLE,"CTO/MacBook Air 13 pouces Gris sidéral /Puce Apple M2 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 c?urs/8 Go  mémoire unifiée/SSD 512 Go/Clavier Français /USB C 35W double /FinalCut_Pro_&_Logic_Pro"
9711,3DYTK,Dell,ASSY KYBD 80 GRE W/O FPR BLT
9712,1T02FZCEU0,Kyocera,"Kyocera TK 825C - cyan - toner kit For optimum performance use genuine toners by Kyocera, which are specially designed for your printers. Kyocera toner contains ceramic cleaning beads which are essential to ensure the printer drum is clean and particle free."
9713,FRU44W4831,Lenovo,Cable
9714,Z1B9_34_FR_CTO,APPLE,"CTO/MacBook Air 13 M3 Silver/Puce Apple M3 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/16 Go  mémoire unifiée/SSD 2 To/Clavier Anglais américain/USB C 70W/FinalCut_Pro_&_Logic_Pro"
9715,Z15Z_618_FR_CTO,APPLE,"CTO/MacBook Air 13 pouces Lumière stellaire/Puce Apple M2 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/8 Go  mémoire unifiée/SSD 1 To/Clavier Anglais international/USB C 70W/FinalCut_Pro"
9716,KTD-PE432S8/8G      ,KINGSTON            ,8GB DDR4-3200MHZ ECC REG       
9717,W125633646,Lenovo,Keyboard SG-85540-74A LAS 
9718,H5HT6E,hewlett packard enterprise,EPACK 5YR PCA NBD CDMR 7210-K1
9719,04X0523,Lenovo,Prince1 amp lt br amp gt Hinge
9720,LEG803007,Brother,ADF TOP COVER REAR
9721,G0521113,Ricoh,Gear Papaer Feed 6
9722,RP000372634,HP,Drum Motor
9723,2P-919681-231,2-Power,Main Battery Pack 14.8V 2200mAh
9724,6LA54520000,Toshiba,Guid Cable B
9725,RP001224465,Hewlett Packard Enterprise,System board
9726,ALT-GS950/48-NCP3,Allied Telesis,Net.Cover Preferred - 3 years for AT-GS950/48
9727,W125925830,Lenovo,Upper Case ASM_HIN L82FG 
9728,W126859364,Samsung,ASSY BOARD P-FUNCTION 
9729,L20803-151,HP,Hp Power Cheddar Usb Kb Grk
9730,W125651741,Zebra,"WAP4 LONG, WM6.5.3, ENGLISH, "
9731,WECOQTPUREDN13PRO,WE,WE Coque de protection TPU XIAOMI REDMI NOTE 13 PRO 5G
9732,W125724279,Toshiba,TransMemory U365 - USB flash 
9733,W126265112,Hewlett Packard Enterprise,ARUBA ION 1930 8G 2SFP 124W SW
9734,TPL-VIGI-C440-4MM,TP-Link,VIGI C440(4mm)
9735,8GYCY,dell,"Dell HDD 1.2TB 2.5"" 10K SAS 12gb/s HP CusKit"
9736,W126507813,CoreParts,Maintenance Kit 220V
9737,N3524-LAN1K9=,Cisco,Nexus 3524 Layer 3 Lan
9738,440829701,Sony,Heat Sink (Bt)
9739,W125960750,NEC,"Indoor LED 1.9 mm 165"" FullHD "
9740,ACT-AC8312,ACT,Monitor desk mount stand gas spring 2 LCD
9741,27817109,Toshiba,Fg Cable
9742,709836-001,HP,Antenna (1X1) R 390Mm Capri
9743,410125-200,HP,Drv Odd Sata Rohs 16X Dvdrom
9744,CON-PSRT-HSWL72SC   ,CISCO               ,PRTNR SS 8X5XNBD 722 WIRELESS  
9745,W125670800,Lenovo,Knockout-1 FRU 
9746,CON-PSRT-C881WAK9   ,CISCO               ,PRTNR SS 8X5XNBD CISCO 881 ETH 
9747,5PS7A13699,LENOVO,Premier Essential - 3Yr 24x7 24Hr CSR + YDYD ST550
9748,RP000130194,HP,Heat sink
9749,MBTAB0001,CoreParts,Battery for Tablet and eBook
9750,FC8-8191-000,Canon,FC8-8191-000 COVER RIGHT LOWER SUB
9751,T5G00,Dell,DIMM 8GB 1333 2RX4 8 240 R LV
9752,20L70053GE,lenovo,LENOVO THINKPAD T480S14'' I7 MOBILE
9753,W125886749,Lenovo,Lower Case L 82BG MICA
9754,tscmh341,TSC,"TSC MH341T, 12 pts/mm (300 dpi), écran, RTC, USB, RS232, Ethernet imprimante d'étiquettes, type d'imprimante, transfert thermique, résolution, résolution: 12 pts/mm (300 dpi), largeur de papier/médium, largeur d'impression (max.): 104 mm, diamètre de rouleau (max.): 203 mm, vitesse (max.): 305 mm/s, divers (propriétés/caractéristiques), écran (écran tactile), real time clock, détecteur black mark, détecteur d'espaces, interfaces, USB (Host), RS232, Ethernet, port microSD, mémoire vive, RAM: 256 Mo, flash: 512 Mo, accessoires, inclus: bloc d'alimentation, cordon secteur (UE, UK)"
9755,FSP:GA5S60Z00FRPX1,fujitsu technology solutions,FUJITSU Support Pack 5 years On-Site Service 4h response 9x5
9756,47451,Lindy,Lindy patch cable - 2 m
9757,W126532466,Samsung,COVER 
9758,L22444-601,HP,Assy Mb Dsc 530 4Gb I7-8550U W
9759,42T1512-RFB,IBM,160Gb 7200rpm 2.5in SATA HD
9760,M0JNF,Dell,Keyboard (PORTUGUESE)
9761,Z19J_631_FR_CTO,APPLE,CTO/iMac 24 pouces Green/Puce Apple M3 CPU8_GPU10_NE16/8Go/SSD_1TO/MK_TOUCHID_PAVNUM_US_IMAC/MM2_MT2_IMAC/FinalCut_Pro
9762,W125681063,Lenovo,"i3-8130U NvPro N-TPM, NOK,PBIO"
9763,JC81-07265A,HP,As-Actuator Shield Assy
9764,FRU69Y0782,Lenovo,2.26Gh CPU
9765,90LM0960-B01170     ,ASUS                ,VY229HE 22IN FHD 1920 X 1080   
9766,SRP-352VK/BEG       ,BIXOLON             ,SRP-352V WITH USB VI SENSOR    
9767,W125810344,Brother,PAPER TRAY ASS SP MFCJ895DW
9768,NTW:X6578-R6,Fujitsu,SFP CLUSTER SWITCH RJ45
9769,RP000101348,Hewlett Packard Enterprise,DC7600 CMT Heatsink W/Fan
9770,W125990512,CoreParts,"Battery for Equipment, "
9771,W128101802,Lenovo,COVER Upper Case ASM_GRE 
9772,W126858484,Samsung,ASSY COVER 
9773,LCCDTS2024ENTA11    ,COREL               ,CORELDRAW TECHNICAL SUITE 2024 
9774,CZ2-8950,CANON,"BOX, DISPLAY, US/CA"
9775,Z1BB_705_FR_CTO,APPLE,"CTO/MacBook Air 13 M3 Starlight/Puce Apple M3 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/8 Go  mémoire unifiée/SSD 2 To/Clavier Italien/USB C 70W/FinalCut_Pro_&_Logic_Pro"
9776,FC7-2690-000,Canon,Lower Pressure Roller
9777,W126549579,Samsung,MEA ANTENNA-INNER 
9778,18200925,Lenovo,LCD Panel
9779,DAP-X2810           ,D-LINK              ,AX1800 WI-FI 6 DUAL-BAND POE   
9780,VEE-VADVPVSP01MR00,Veeam,Monthly Basic Maintenance Renewal - Veeam Data Platform Advanced Enterprise Plus.
9781,R0P92A,Hewlett Packard Enterprise,MSA 72TB SAS 7.2K LFF 6pk
9782,BA81-14689A,Samsung,Dock Bottom Housing
9783,590489-B21-RFB,HP,DL585G7 CPU MEM SEC OPTION KIT
9784,04X6008,Lenovo,2*2 11agn+BT4.0 M.2 Card Wake
9785,W126272364,Lenovo,Tudor Intel 1.0 Chrome FRU 
9786,FRU59P6610,Lenovo,Planar
9787,C-ESSP-A4-R2,eset,ESET Smart Security Premium Renew 2 years 4p Registration key
9788,41330620500,Toshiba,Zener Diode
9789,W126247696,Canon,SCREW FTH3 X5 (S)
9790,686847-B21-RFB,Hewlett Packard Enterprise,DL560 G8 8C XEON E5-4620
9791,5GV-00016,MICROSOFT,"Microsoft Office 365 Midsize Business - Licence d'abonnement (1 mois) - hébergé - promo - Open Value Subscription - produit supplémentaire, Open - Win, Mac - Toutes les langues"
9792,W126872006,Samsung,ASSY WIRE HARNESS-MAINHEAVY 
9793,FRU01YP449,Lenovo,FLPMXKB-BLBKDK
9794,HD-6600PRO-52,Raynox,Raynox HD-6600 Pro            52
9795,W125686240,Lenovo,UpperCaseASM SW B 81MB 5M GLKR
9796,WF01043732,TREND MICRO,Trend Micro Worry-Free Services Endpoint Detection and Response - (1 an) - 1 utilisateur - hébergé
9797,RACKMOUNT KIT-19    ,TP-LINK             ,19-INCH SWITCHES RACK MOUNT KIT
9798,TP656,Dell,SUBASSY HD 40GB 5.4K H080 D531
9799,6VK2R,Dell,CRD CTL FC16 2P LPE16K2 EM L 3
9800,W126149322,Hewlett Packard Enterprise,A35 v2 960GB MU M.2 2280 SSD
9801,10005476,Toshiba,Shaft
9802,HK8T8E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care Next Business Day Exchange Service - Contrat de maintenance prolongé - remplacement - 5 années - expédition - 9x5 - temps de réponse : NBD - universitaire, volume, Tier 2, pour les particuliers - pour P/N: JL693A, JL693A#ABA, JL693A#AB"
9803,X25897231,Sony,"Cover Assy (785), Jack"
9804,441053981,Sony,SPACER PLATE (A)
9805,4407956220,Toshiba,Lever Cam Feed
9806,4406330400,Toshiba,Terminal M F
9807,254935-001-RFB,HP,BATT Nimh
9808,W126941822,Lenovo,MECH_ASM FRUKBD/C TUR F 
9809,HPCE260X,HP Printing & Computing,HP Toner cartridge black XL for ColorLaserJet 4520 series (up to 17000 pages)
9810,2361996             ,LEXMARK             ,MS621 5 YEARS TOTAL 1+4 OS SVC 
9811,FRU45N5628,Lenovo,Palmrest
9812,E0-00803000,Toshiba,53313 4015
9813,1320-00KV000,HP,Assy Merlin 1.6 Cpu Gpu Heat E
9814,Z195_502_FR_CTO,APPLE,CTO/iMac 24 pouces Argent/Puce M3 CPU8_GPU8_NE16/8Go/SSD_256GB/MK_TOUCHID_PAVNUM_FR_IMAC/MT2_IMAC/Ethernet/No_Software
9815,W126852938,Samsung,"IC-USCRTS5400-GRT,QFN,68P,8.0X"
9816,VEE-VDCPT1TSU5AR50,Veeam,Premium Capacity Pack (1TB increments) for installations between 500 to 999TB. 5 Years Renewal Subscription Upfront Billing & Production (24/7) Support.
9817,856279-601,HP,Mainboard
9818,W126064452,Brady,PermaSleeve Wire Marking 
9819,RAS-SUS-REN-LOY-2Y  ,PARALLELS           ,RAS SUS RENEWAL FOR LOYAL      
9820,06025101415,Varta,1x5 Varta electronic CR 2025 Pile bouton lithium06025 101 415
9821,HH4D6E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care 4-Hour Exchange Service - Contrat de maintenance prolongé - remplacement - 4 années - expédition - 24x7 - temps de réponse : 4 h - volume, Tier 1 - pour P/N: J9776A#ACF, J9776A#B2B, J9776AR#ABA, J9782A#ABH, J9782A#B8X, J9782AR, J9782AR"
9822,4407784440,Toshiba,K Gear 25 40B
9823,W126883752,Lenovo,COVER Upper Case 
9824,FRU46M6445,Lenovo,Cable Bkpl
9825,34812059,SCHROFF,Capot pour cassette S 3U 12F 167T
9826,6X ST8000VN002 + TS-664-8G,seagate,Bundle SEAGATE 6x NAS HDD 8TB IronWolf 5400rpm + QNAP TS-664-8G 6-Bay NAS N5105/N5095
9827,9EP-00797           ,MICROSOFT           ,MICROSOFT SYSCTRDATACENTERCORE 
9828,U50059701,Sony,FP MODULE_KEY FPC ASSY PINK
9829,W126575259,Zebra,"TT Printer ZE511 4"", 300 dpi, "
9830,P000690770,Toshiba,Motherboard Assy
9831,CON-PSRT-3945       ,CISCO               ,PRTNR SS 8X5XNBD CISCO 3945    
9832,502591901,sony,"Ear Piece(M), Noise Isolation"
9833,UCS-SPV-C24-V,Cisco,"Ucs C24 M3 Sff-16Dr, 2Xe5-2440"
9834,DODE3E-AA-HF        ,STG                 ,TRELLIX DETECTION ON DEMAND    
9835,796891-501,HP,Motherboard Dsc I7-5600U G2
9836,44X3320-RFB,IBM,Cache Battery
9837,HIK-305304860,Hikvision,DS-KH7300EY-WTE2/White
9838,1205400501,Konica Minolta,Button
9839,W126104471,HP,KEYBOARD BL NFB HE
9840,W127119578,Dell,DELL 128GB 6G 2.5INCH SATA SSD
9841,CM1-8238,CANON,BATTERY BOX ASS`Y
9842,TPL-430AP,TrendNET,AC1200 WiFi Everywhere
9843,MEM-4400-4G=        ,CISCO               ,4G DRAM (1 DIMM) FOR CISCO     
9844,302K994130,KYOCERA,PARTS GUIDE FEED MIDDLE ASSY SP
9845,W125680043,Lenovo,UpperCase C81J7BK NFP w/BLKB
9846,W126882561,Lenovo,COVER Upper Case ASM_HUN W 
9847,65309115BC14C12,ADOBE,"Adobe Photoshop Lightroom Pro for enterprise - Nouvel abonnement - 1 utilisateur - gouv. - VIP Select - niveau 14 (100+) - 3 years commitment - Win, Mac - Multi European Languages"
9848,400-BKPX,dell,"Dell - SSD 2.5"""" 960Go SATA  Read Intensive 6Gbps 512e S4510"
9849,097S04409           ,XEROX               ,WIRELESS NETWORKING ADAPTER F/ 
9850,CON-PSRT-CBS3X504   ,CISCO               ,PRTNR SS 8X5XNBD CBS350 MANAGED
9851,A1777027A,Sony,Dynamic Head (F31) Assy
9852,25208744,Lenovo,Keyboard (SLOVENIAN)
9853,124122511,Sony,"Res, Adj, Metal Graze 22K"
9854,XLRMF5,MicroConnect,XLR connection cable 5 meter
9855,DODE2E-AA-GI        ,STG                 ,TRELLIX DETECTION ON DEMAND    
9856,FRU59P1991,Lenovo,P4 2.4Ghz
9857,02DC114,Lenovo,Systemboard WINIOT N4000 4GB 
9858,FRU39T7266,Lenovo,Keyboard (CANADIAN FRENCH)
9859,CP-8875-K9=         ,CISCO               ,CISCO VIDEO PHONE 8875 CARBON  
9860,32P0835-RFB,IBM,Planar
9861,AP42ES24ZZNCAA,Sophos,Access Points Support AP6 420E 24M
9862,W125779748,HP,MB UMA Cel N4020 4GB 32GeMMC 
9863,149263821,Sony,Keyboard (ENGLISH)
9864,W125733641,Lenovo,FRU Label i5-7200U UMA NOK N-T
9865,73H3560-RFB,IBM,RS6000 4-E SCSI CONTROLLER
9866,809335-001,HP,Mainboard
9867,2P-647390-151,2-Power,2GB MultiSpeed 1066/1333/1600 MHz SoDIMM
9868,X261A-RFB,NetApp,212GB ATA FOR R1XX
9869,UC8C3               ,GECKO               ,UNI TABLET/E-READER COVER  8IN 
9870,ENJ-00161,MICROSOFT,"Microsoft Dynamics 365 for Sales - Licence et assurance logiciel - 1 licence d'accès client utilisateur - académique - Open Value Subscription - niveau E - produit supplémentaire, taxe annuelle - Win - Toutes les langues"
9871,VS37009550,Hitachi,Rear Whell Pin
9872,3722-002922,Samsung,Jack DC Power
9873,6LH51211000,Toshiba,Gear 10S39 08
9874,W126348047,Brodit,Active holder with cig-plug 
9875,UCS-FAN-6248UP=,Cisco,UCS 6248UP Fan Module
9876,5070-2577,HP,VENUS ACZ 300W
9877,HP-250G6X4-OS       ,ORIGIN STORAGE      ,BTI 4C BATTERY HP 240 G6 OEM:  
9878,W126245076,Canon,RIGHT PLATE UNIT
9879,5A307-003,HP,HSK AVC-INTEL 130W  W BACKPLAT
9880,W125790507,Lenovo,Bumblebee-2 (20SX/20SY) No 
9881,LTC 9225/00-B,Bosch,Pole Mount
9882,RAP-278U,RAM Mounts,RAM 2.5 DIA BASE W/FEMALE
9883,685480-001,HP,MB_ A70M_UMA Sleigh1.0
9884,W125730943,Lenovo,Charger and C-P345V/1A White 
9885,Z1RE-MC93XX-2C03    ,ZEBRA               ,2YR Z1C ESSENTIAL MC93XX RNWL  
9886,Z197_470_FR_CTO,APPLE,CTO/iMac 24 pouces Bleu/Puce M3 CPU8_GPU8_NE16/8Go/SSD_256GB/MK_TouchID_GB_IMAC/MM2_MT2_IMAC/No Ethernet/No_Software
9887,AFO10GPPM-AT-AI     ,STG                 ,TRELLIX AFO 10G SWITCH 1YR PPP 
9888,327284621,Sony,Piece (M) Ear Black
9889,4XB7A13555-RFB,Lenovo,DCG ThinkSystem ST50 2TB SATA
9890,91.DER00.E1A0,AOPEN,AOpen Digital Engine DE3650 - Lecteur de signalisation numérique - 4 Go RAM - Intel Celeron - SSD - 64 Go - 4K UHD (2160p) - noir
9891,DIC-D31700,Dicota,Universal Security Cable Lock 3 Exchangeable heads fits all slots masterkeyed
9892,576025-001,HP,MI_LCD_HINGE_16_LED_LEFT_FG
9893,W127208121,Acer,Board.Ballast
9894,181240513,Sony,LIQUID CRYSTAL ELEMENT(L430
9895,00227040,Hama,HAMA Tablet-Hülle Fold Clear Apple iPad Pro 11 Ros
9896,W125632396,Lenovo,Keyboard KBD N BL CHY CFR
9897,W127376107,IBM,I/O Backplane
9898,Z161_564_FR_CTO,APPLE,"CTO/MacBook Air 13 pouces Minuit/Puce Apple M2 CPU 8 coeurs, GPU 10 coeurs et Neural Engine 16 coeurs/16 Go  mémoire unifiée/SSD 512 Go/Clavier Espagnol/USB C 70W/FinalCut_Pro"
9899,W125678843,Lenovo,MB L 81AH I37020U UMA D4G
9900,W125670495,Lenovo,UpCaASMW/KB L81FK LBU NBL
9901,W126171645,Intel,Xeon 8256 processor 3.8 GHz 
9902,Mx-O-SMA-B-6D036,MOBOTIX,"MOBOTIX Mx-O-SMA-B-6D036 Capteur 6MP pour S16, B036 jour"
9903,W126255009,Canon,DAMPER
9904,DPPJ5,Dell,ASSY FOOT RT BLK MIMOSA
9905,50.B0407.002,Acer,ZG6 LCD CABLE ASSY 3G S.P
9906,ML11649,CoreParts,Projector Lamp for CTX
9907,KT-147407-02        ,EXTREME NETWORKS    ,OUTDOOR MOUNTING HARDW KIT     
9908,WTW10,Dell,SVC CRD PLN UMA 5348 W8P
9909,L01037-601,HP,MB UMA I3-7100U WIN
9910,MEM9203S,2-Power,8GB DDR4 2666MHz CL19 DIMM
9911,A-WX-NU-ECTR-100,CISCO,CISCO EVENT CENTER CAPACITY 100 1
9912,0A001-00356000,Asus,Adapter 10W 5V/2A White(USB)
9913,A6S83AA-RFB,HP,E5-2680 2.70 GHz Z620
9914,7S05007HWW,LENOVO,"Microsoft SQL Server 2019 Standard - Licence - 16 noyaux - ROK - Win - Multilingual - avec MS Windows Server 2022 Datacenter - pour ThinkSystem SR530, SR590, SR630, SR630 V2, SR645, SR650, SR650 V2, SR665, ST550, ST650 V2"
9915,002-1361-0-SP,OKIDATA,"Use 002-1360-0-SP Assy, Lamp, DS8000C"
9916,W126936856,Lenovo,BDPLANAR MBC21DK WIN 
9917,FRU49P3081,Lenovo,Card Ide
9918,ZCC-AIX-2-2Y,ZOOM,"Zoom AI Expert Assist - Licence d'abonnement (2 ans) - hébergé - volume, prépayé - niveau 2 (10-99)"
9919,MST-125-00511,Microsoft,MicrosoftAzureDevOpsServer AllLng License/SoftwareAssurancePack OLV 1License LevelD AdditionalProduct 1Year
9920,W126676096,HP,HP 32s Display
9921,4408691910,Toshiba,Guide Feed Lo L
9922,HV1U5E,HEWLETT PACKARD ENTERPRISE,"HPE Foundation Care 4-Hour Exchange Service - Contrat de maintenance prolongé - remplacement - 4 années - expédition - 24x7 - temps de réponse : 4 h - volume, Tier 1 - pour P/N: JL677A, JL677A#ABB, JL677A#ACC, JL677A#ACD, JL677AR"
9923,sywt600020chg,ZEBRA,"Zebra battery charging station, 20 slot Battery charging station, 20 slot, order separately: power supply, power supply cable, DC line cord, fits for: WT6000, RS6000"
9924,W127117614,Dell,DELL PE R630/730/730XD 
9925,C0-02533002,Toshiba,Sn74Als04Bns El20
9926,W126816808,HP,EAR PADS KIT - FABRIC CLOUD
9927,2374493,LEXMARK,CS632 3 Year s total On Site Repair NBD
9928,RP001224680,HP,15.0-INCH TFT XGA LCD
9929,LEN-5WS0D80979,Lenovo,2Y Onsite NBD
9930,305H678020,KYOCERA,LCD ASSY
9931,2P-WDS240G2G0C,2-Power,256GB M.2 PCIe NVMe 2280
9932,CFQ7TTC0HM0T-000H-1J1M,Microsoft,CSP Dynamics 365 e-Commerce Tier 3 Band 2 [1J1M] New Commerce
9933,65310107BA04D12,ADOBE,"Adobe Creative Cloud All Apps - Pro for enterprise - Nouvel abonnement - 1 utilisateur - VIP Select - Niveau 4 (100+) - Win, Mac - Multi European Languages"
9934,W125658537,Honeywell,"Granit, Edge Service, Gold, 1 "
9935,FRU01YN200,Lenovo,Motherboard WIN I5-8250U UHD
9936,W125659084,Honeywell,"E-Class, Edge Service, Gold, "
9937,516.1432,KS Tools,KS Tools Clé à cliquet 1/2 dynamométrique 20-100Nm 516.1432
9938,PAN-FZ-BAZ2116,Panasonic,16 Gb RAM for FZ-40mk1 model
9939,LUMCCO011BXWLNW,NewGarden,New Garden COCO BATTERY BULB RGB IP68
9940,WT-201,Canon,ORIGINAL Canon Rceptable de poudre toner WT-201 FM0-0015-000
9941,65297841BA02B12,ADOBE,"Adobe Photoshop Lightroom with Classic for Enterprise - Nouvel abonnement - 1 utilisateur - Value Incentive Plan - niveau 2 (10-49) - Win, Mac - Multi European Languages"
9942,GP-MB0709OBGBW,SAMSUNG,Samsung - Pour tablette
9943,W128099641,Lenovo,BDPLANAR MBC82XF 
9944,W126074375,Avigilon,HID PVC-IDPUB1000-MS
9945,HY3S1E,HEWLETT PACKARD ENTERPRISE,HPE Pointnext Tech Care Essential Service - Support technique - pour HPE B-series 8Gb/16Gb SAN Switch for HPE BladeSystem c-Class Fabric Vision - Licence d'utilisation - 1 licence - support téléphonique - 4 années - 24x7 - temps de réponse : 15 min
9946,W126242303,Canon,"PLATE, FEED GUIDE"
9947,416558-001-RFB,Hewlett Packard Enterprise,Broadcom 5721 NIC
9948,W125906655,Lenovo,MBB82BCWINI710750HRTX20606G8G
9949,4407911610,Toshiba,Bracket Filter R
9950,FRU49P2116,Lenovo,350W Power Supply
9951,CML16GX3M2A1600C10,Corsair,16GB Vengeance Low Profile
9952,FRU00NY583,Lenovo,Base Cover
9953,W126045082,Asus,TP410UA HDD_BD.
9954,W127381123,Ruckus,BullDog Support for 
9955,BN61-07057B,Samsung,Guide Stand
9956,W126537362,Samsung,"ASSY CABI FRONT,CH140EAMC,SSEC"
9957,FL2-5371,CANON,"ROD, DEVELOPING STIRRING"
9958,41330597400,Toshiba,Resistor
9959,W125653824,Zebra,"MC:WLAN,GUN,2DER,53KY "
9960,PSP.TO-55X-R2.2X,SONY,Sony PrimeSupport Pro - Contrat de maintenance prolongé - pièces et main d'oeuvre (pour revêtement tactile IR de 55 pouces) - 2 années (4ème/5ème année) - pour Sony TO-55BZ35F-IR10
9961,W126248424,Canon,"SCREW, M2.6X5, SELF-TAPP"
9962,W125646988,HP,LCD BACK COVER TS
9963,MBXDE-DC0001,CoreParts,Car Adapter for Dell
